Algorithm: Kruskal's MST
336 5058 13
1122 8915 13
4307 9386 13
333 4204 13
546 3913 13
5806 6645 13
3072 5910 13
7302 8548 13
4479 6013 13
5364 5506 13
375 902 13
2895 5916 13
7286 8534 13
7556 8487 13
4360 5887 13
3140 6873 13
499 8527 13
365 1188 13
362 9751 13
2859 6854 13
357 9283 13
1411 1540 13
7220 7896 13
1719 9052 13
23 894 13
46 789 13
575 1968 13
3822 8599 13
1337 6570 13
7077 8921 13
3821 6435 13
1427 2730 13
4574 5191 13
4585 4654 13
1554 8335 13
2062 9503 13
9241 9336 13
590 8078 13
3942 7585 13
29 632 13
3806 6828 13
4298 9368 13
2796 5732 13
2044 4086 13
5406 7002 13
4555 5910 13
2785 5812 13
3146 4730 13
2782 7029 13
6113 8242 13
2069 6638 13
322 5948 13
4564 6662 13
5101 8128 13
321 6097 13
5527 9026 13
22 252 13
1726 5151 13
865 7451 13
162 4826 13
162 224 13
160 1236 13
3717 3968 13
851 4977 13
3485 7377 13
1532 2391 13
2174 6260 13
2350 6217 13
6537 6668 13
6465 8098 13
2340 2552 13
2339 8402 13
998 1902 13
138 715 13
3537 7587 13
5479 7760 13
891 938 13
1663 6623 13
1878 6457 13
61 2591 13
5460 9069 13
5462 9381 13
1879 3585 13
1023 1518 13
178 1805 13
820 6764 13
3436 5926 13
4075 9124 13
2404 2664 13
4140 9103 13
172 9604 13
5470 6853 13
1885 2924 13
1488 8740 13
3453 7495 13
1489 7529 13
1215 1272 13
1630 7704 13
104 396 13
2255 7129 13
3621 9176 13
1919 5373 13
2254 4575 13
2210 5438 13
5624 6334 13
4947 8298 13
2262 9733 13
2239 2539 13
8597 9225 13
6331 7249 13
1623 5833 13
4936 8771 13
2218 9774 13
1522 9108 13
1217 8831 13
1913 8703 13
991 2498 13
1237 1421 13
126 158 13
1636 8676 13
3562 8181 13
2295 7602 13
2294 8895 13
2287 3820 13
6289 9149 13
1876 9957 13
6299 6334 13
113 823 13
1511 7589 13
5958 8898 13
1914 5546 13
110 6568 13
2266 5455 13
6367 8864 13
7958 8984 13
5870 7112 13
5042 8802 13
4690 7018 13
700 1341 13
3658 6035 13
6798 7723 13
1954 5738 13
3760 6221 13
4705 7859 13
6820 9129 13
1954 3321 13
234 9140 13
232 2600 13
2526 6268 13
48 9650 13
2524 6342 13
3337 8814 13
732 3843 13
3272 5058 13
2087 8589 13
6879 9278 13
2092 8860 13
3776 5639 13
6873 7964 13
3260 4085 13
3261 8306 13
40 1030 13
4232 6887 13
6738 7302 13
6008 9162 13
3775 4093 13
7908 8499 13
1698 3169 13
1304 8812 13
3283 9603 13
252 2117 13
2105 6114 13
4154 6732 13
2442 5808 13
5456 9135 13
2441 2531 13
57 342 13
6234 8321 13
789 6158 13
3402 4156 13
3986 9828 13
800 8757 13
2449 7407 13
3412 9345 13
2148 9446 13
803 1356 13
58 4308 13
8177 8753 13
8183 9557 13
3988 7208 13
4787 9223 13
5898 9875 13
2513 7627 13
3339 8413 13
225 3825 13
743 4087 13
6708 8950 13
2486 4664 13
1860 5226 13
3751 4613 13
4746 8711 13
4659 6062 13
55 6248 13
6668 6673 13
2470 9307 13
5013 5590 13
4168 9857 13
2458 8188 13
56 5696 13
1950 3119 13
3042 5548 13
2977 4677 13
1753 2697 13
4452 9118 13
406 520 13
3034 4526 13
1166 6290 13
2922 4505 13
1 303 13
385 4939 13
401 2111 13
1176 1229 13
5366 7646 13
6 175 13
455 9858 13
3895 7656 13
5152 5201 13
7352 7822 13
2982 5473 13
1768 1776 13
3021 5636 13
1750 8608 13
456 6570 14
7837 8700 14
37 6647 14
4649 6031 14
6923 9200 14
5626 7168 14
270 6091 14
646 5281 14
633 7596 14
4633 6919 14
5072 7101 14
285 1260 14
86 2178 14
284 3548 14
3793 6516 14
2251 3165 14
2666 3292 14
2664 5816 14
644 736 14
2660 5448 14
4635 5294 14
1831 2706 14
5846 6435 14
277 642 14
7821 7931 14
1315 6849 14
2642 6766 14
4683 8723 14
3286 3953 14
43 4050 14
3022 6044 14
2578 9650 14
1061 2235 14
6822 8950 14
688 5983 14
2107 7239 14
1064 1489 14
3614 7976 14
2573 9475 14
5693 8120 14
247 6187 14
2569 2682 14
7349 9457 14
3299 7085 14
3303 8688 14
2602 5265 14
3964 9358 14
653 1637 14
4656 7231 14
1089 7763 14
264 3141 14
660 8607 14
6890 9123 14
4455 4465 14
4652 9315 14
2598 4158 14
673 5545 14
6847 8122 14
2590 3375 14
398 7817 14
104 4967 14
5963 7725 14
2049 7612 14
1417 7531 14
1747 2212 14
7504 8639 14
1118 8542 14
5339 7877 14
2047 5660 14
6116 9052 14
564 7895 14
329 2264 14
4569 7987 14
571 6893 14
3163 8608 14
9277 9392 14
4576 7970 14
7698 9092 14
3938 7138 14
2056 3484 14
1351 8328 14
1399 4232 14
473 9955 14
8619 9310 14
5777 9259 14
9 116 14
344 3028 14
342 8423 14
1786 9865 14
577 5099 14
3115 4837 14
4535 6179 14
4313 7488 14
5109 6221 14
1794 3608 14
3138 4545 14
332 3396 14
2797 7806 14
2923 3387 14
3190 3667 14
3193 4188 14
601 3105 14
2714 3656 14
4268 7653 14
3195 9038 14
603 6178 14
7016 8530 14
600 1317 14
4606 9587 14
7002 7902 14
1091 2190 14
6994 7823 14
5353 9573 14
1439 1596 14
619 2936 14
3668 4148 14
4944 6812 14
313 535 14
579 6213 14
2061 4327 14
955 8892 14
4464 8151 14
2062 2086 14
1578 6464 14
588 785 14
5215 5539 14
2730 4453 14
464 876 14
592 5126 14
5714 7958 14
2984 5494 14
595 626 14
6342 7331 14
598 2700 14
157 2382 14
841 7252 14
5194 5282 14
3475 9728 14
2374 4747 14
3478 9319 14
4819 5344 14
4980 6254 14
158 3788 14
1390 7325 14
8706 8896 14
855 1984 14
3489 6084 14
859 1555 14
80 4025 14
1893 8586 14
4007 8682 14
1248 1965 14
146 2689 14
824 5451 14
5373 7443 14
2408 5034 14
918 9590 14
5516 7643 14
821 3586 14
3731 8396 14
3580 9556 14
63 509 14
6466 9819 14
4139 8432 14
1204 3254 14
7378 7802 14
5193 9786 14
1490 4768 14
2383 3925 14
2168 5359 14
5934 8515 14
3557 6673 14
5230 6858 14
2181 8634 14
6278 9919 14
1642 8355 14
1903 5779 14
2184 5374 14
8440 9747 14
3557 4715 14
136 7343 14
897 5312 14
3559 9819 14
5632 8263 14
126 4962 14
2189 6315 14
2296 3733 14
2973 6343 14
3569 5440 14
6275 8763 14
1002 4705 14
3519 6718 14
2344 5106 14
2342 7761 14
142 6593 14
870 5292 14
2340 4646 14
3703 3980 14
2279 8049 14
2338 6600 14
2337 7492 14
998 9625 14
5638 7178 14
2334 9210 14
4428 5645 14
137 8498 14
1209 1470 14
5278 6479 14
1049 1394 14
3678 7441 14
2508 6490 14
2266 2796 14
739 4731 14
8022 9225 14
2504 3804 14
743 1191 14
4732 7473 14
1571 8878 14
745 1896 14
746 5641 14
2126 9109 14
1467 1766 14
756 761 14
8063 9173 14
3367 8078 14
760 8664 14
236 527 14
1765 8689 14
2555 7876 14
6802 7785 14
3312 5197 14
3761 8305 14
4703 5717 14
712 1437 14
712 5529 14
2480 3459 14
3322 7016 14
2532 8852 14
107 8704 14
2118 8555 14
5586 6932 14
725 5921 14
728 5115 14
6749 7321 14
1027 5536 14
4160 5145 14
3405 4102 14
4780 8298 14
1576 4592 14
2428 9957 14
1986 8345 14
805 3749 14
4887 8063 14
198 246 14
3423 3439 14
2418 5488 14
60 1697 14
2416 5959 14
2278 9276 14
6044 7527 14
182 5084 14
2960 6639 14
2453 9066 14
3749 3918 14
112 1401 14
6226 8012 14
8097 9573 14
772 910 14
4052 6631 14
5011 9141 14
780 6532 14
2558 2652 14
782 3435 14
782 9506 14
3682 9210 14
5264 8139 14
784 2511 14
4769 5447 14
2439 3789 14
790 4852 14
374 5312 14
2886 6028 14
3656 5982 14
2024 2608 14
5745 8982 14
493 1472 14
2901 4353 14
2900 9521 14
508 635 14
4484 7123 14
7586 9773 14
1138 8249 14
3077 3138 14
4031 5404 14
523 1429 14
7536 9080 14
4519 8468 14
520 8256 14
2866 9125 14
1145 6005 14
504 2884 14
4325 8066 14
3100 7733 14
5749 7903 14
2894 4627 14
6320 8042 14
4500 7980 14
2851 3142 14
4372 7740 14
1368 8786 14
7273 7746 14
368 3458 14
368 1209 14
3847 4313 14
3168 5792 15
2520 8983 15
3336 4992 15
789 3273 15
3338 5436 15
2002 4921 15
108 3680 15
2121 9324 15
227 5705 15
437 4672 15
3648 7914 15
229 5350 15
5997 6595 15
1867 3987 15
227 490 15
3167 3266 15
4442 4663 15
6646 7721 15
5998 9568 15
5398 8176 15
8108 9066 15
735 7221 15
581 7977 15
6115 8755 15
4208 6816 15
3406 5748 15
938 1053 15
84 6441 15
2116 4227 15
2263 9146 15
7569 8022 15
719 4420 15
2264 5508 15
225 1848 15
233 914 15
1461 1893 15
4926 8896 15
447 7062 15
1293 5554 15
197 6666 15
2059 8728 15
1140 9719 15
4199 6571 15
2437 3869 15
2774 3280 15
220 3189 15
6025 7057 15
3870 5731 15
2488 5553 15
5389 9340 15
2948 7745 15
3365 4262 15
4741 9882 15
7685 9684 15
4746 9841 15
751 1610 15
4467 9440 15
760 4039 15
1041 2090 15
2461 9402 15
5274 7184 15
2474 7590 15
7356 7994 15
404 9271 15
1341 9061 15
1038 3108 15
3020 3778 15
1969 9673 15
387 1832 15
7261 7267 15
5164 6041 15
2506 3254 15
9009 9874 15
774 4788 15
110 393 15
565 5788 15
6206 7352 15
1278 7449 15
51 9607 15
567 8394 15
4578 6831 15
315 3038 15
982 3222 15
2548 7050 15
2775 7971 15
6206 8314 15
8034 9149 15
443 3441 15
1548 7852 15
279 2842 15
9167 9419 15
4638 5391 15
2929 3399 15
4643 5346 15
7234 8914 15
2227 3926 15
1447 3084 15
647 9331 15
9160 9363 15
1447 3273 15
266 9010 15
3788 9311 15
6174 8081 15
3804 5641 15
1553 2885 15
299 8799 15
456 1240 15
3189 6281 15
6902 8373 15
7869 9134 15
6350 7765 15
4659 8270 15
6302 9299 15
1707 7134 15
292 1786 15
4611 5864 15
4263 9208 15
1090 2134 15
4612 7189 15
2692 6162 15
4922 6240 15
1819 6163 15
2075 3229 15
288 3347 15
1517 6280 15
1088 7379 15
5421 9177 15
287 1593 15
6134 9088 15
4618 6103 15
5842 6329 15
948 4348 15
624 7095 15
7013 9568 15
4334 5125 15
1410 1587 15
2708 7947 15
4632 8935 15
1055 9456 15
44 6168 15
696 4906 15
3301 9319 15
3302 5572 15
1842 8610 15
4046 7248 15
702 3678 15
702 6075 15
702 7502 15
6007 6747 15
1632 2602 15
2111 2462 15
7726 9469 15
1104 9190 15
1430 8105 15
4034 7008 15
391 1395 15
401 1180 15
4 274 15
1105 1490 15
5399 6039 15
309 3328 15
3080 6706 15
2019 6234 15
2240 7279 15
3252 4082 15
3252 7655 15
3253 6508 15
7475 9590 15
3271 5642 15
3186 3201 15
7471 9218 15
1698 3550 15
942 1782 15
4595 5078 15
4924 6591 15
1836 5312 15
107 5470 15
594 1056 15
5520 6169 15
2583 4336 15
679 8090 15
1838 3766 15
2865 8582 15
2065 2292 15
1139 9585 15
3613 6783 15
2569 4316 15
2567 3456 15
165 2123 15
2385 2913 15
1120 6321 15
3055 6203 15
3841 8473 15
3113 9785 15
2334 3925 15
2383 7171 15
3141 5212 15
2334 5247 15
6549 7843 15
2381 4115 15
3056 4440 15
536 566 15
7428 8341 15
4982 6136 15
4365 5204 15
3062 8681 15
4017 4892 15
4097 5584 15
5929 6707 15
1167 4181 15
5604 9433 15
7123 7674 15
6399 9109 15
2046 4253 15
1588 4110 15
1644 6055 15
4090 8389 15
8753 8987 15
3062 6650 15
2397 3774 15
2282 2539 15
4801 6603 15
2792 2959 15
1242 3789 15
4092 4905 15
7198 8752 15
8263 9091 15
4474 7271 15
1492 7812 15
868 9830 15
4104 6112 15
1654 3558 15
3134 8089 15
6312 9919 15
1610 9664 15
8661 9603 15
4833 6444 15
2285 4853 15
4112 9700 15
4485 9876 15
4112 6776 15
969 4135 15
150 244 15
1895 2763 15
1167 3294 15
2347 2722 15
4818 5398 15
843 1328 15
3475 7868 15
2375 2800 15
2177 5688 15
3699 9789 15
3138 5871 15
873 1767 15
3004 5947 15
1587 3461 15
1269 8270 15
6512 8733 15
485 1295 15
4821 6731 15
1245 4513 15
6027 8825 15
1011 1865 15
545 3283 15
119 644 15
379 2498 15
1926 3425 15
6403 8314 15
2308 3725 15
807 7894 15
1264 4132 15
4998 6310 15
3421 7464 15
3425 6497 15
4873 7957 15
8192 9302 15
1235 6236 15
2306 9409 15
811 7920 15
1144 7685 15
494 3245 15
7560 8583 15
3409 6190 15
4147 5141 15
4056 8770 15
8479 9970 15
1505 5483 15
1268 9858 15
6287 8902 15
7516 8268 15
6247 7139 15
4782 6539 15
2786 6497 15
4020 9651 15
5610 9750 15
5005 6368 15
891 1074 15
185 845 15
4932 9349 15
132 7028 15
7187 7925 15
8439 9871 15
4493 9685 15
2303 9056 16
8625 9168 16
2865 3660 16
8454 8931 16
2010 4149 16
671 8338 16
2302 9268 16
3210 7655 16
2598 5224 16
5476 8242 16
1897 3233 16
4401 8634 16
2972 6935 16
5942 8259 16
1211 1547 16
1938 4475 16
637 1148 16
422 6691 16
2105 5048 16
2105 3614 16
5492 6515 16
1995 5619 16
7919 9867 16
292 1189 16
4837 7019 16
6829 8333 16
4063 5497 16
3287 9389 16
2586 5196 16
3771 7093 16
145 8866 16
4 2325 16
3519 4364 16
1910 8233 16
5863 7500 16
5073 7859 16
2291 8740 16
514 9394 16
2585 7904 16
5126 5561 16
648 655 16
7799 7997 16
627 8722 16
628 6301 16
629 8680 16
883 3608 16
2022 7002 16
885 3256 16
1240 8292 16
1781 7241 16
1242 3698 16
630 2977 16
135 1202 16
1086 1479 16
1319 1586 16
5401 6423 16
6166 8199 16
2634 3781 16
891 962 16
37 103 16
911 4116 16
2638 2660 16
272 1477 16
7802 9608 16
2651 6611 16
3961 4626 16
876 5377 16
2098 6170 16
130 1081 16
375 1253 16
1450 4067 16
3261 4231 16
4667 8381 16
1904 3883 16
7296 9543 16
4239 7882 16
1072 4984 16
2611 3716 16
6179 7454 16
1905 2907 16
1754 6993 16
4261 5507 16
508 710 16
2336 5561 16
893 9103 16
4659 8763 16
879 1243 16
2932 3893 16
1641 6895 16
34 2645 16
2671 5235 16
8064 8429 16
492 3835 16
1607 6482 16
3601 5944 16
366 675 16
6701 9885 16
3430 8256 16
7567 8708 16
4407 4690 16
1741 6071 16
3982 4876 16
62 141 16
3600 3708 16
2411 4157 16
1469 2679 16
815 4043 16
1913 9057 16
2495 7065 16
499 7620 16
4137 4697 16
5630 8345 16
5020 7752 16
5469 7708 16
6720 8565 16
221 9404 16
746 3786 16
2201 4422 16
52 109 16
2126 7386 16
110 5207 16
748 7620 16
2492 6687 16
5747 6585 16
3438 7454 16
5009 8140 16
3686 3781 16
4764 5035 16
1393 1762 16
803 9545 16
3413 6094 16
1368 9040 16
6611 7265 16
6637 8748 16
6602 8799 16
201 893 16
1868 2251 16
3012 6477 16
89 110 16
923 1857 16
794 2344 16
1270 2383 16
2163 2674 16
3597 5908 16
5385 5675 16
1037 1268 16
186 2740 16
6601 8685 16
4360 6421 16
6644 8308 16
2420 9784 16
4167 5836 16
207 7116 16
6649 7175 16
8102 9328 16
208 8596 16
2471 2870 16
3373 9712 16
2368 8793 16
914 8376 16
8492 9771 16
5040 5365 16
9067 9804 16
3311 9391 16
4701 7172 16
4367 9931 16
5038 5580 16
705 8687 16
2540 9285 16
1942 6603 16
2115 9513 16
715 2574 16
1891 3852 16
1196 2031 16
7305 9385 16
9074 9852 16
690 3448 16
1454 4208 16
3707 5250 16
3500 4240 16
247 697 16
3499 4318 16
2561 6125 16
2560 4681 16
8293 8948 16
3917 7095 16
1248 9413 16
2354 5781 16
856 5247 16
46 278 16
3574 8995 16
4006 9483 16
167 222 16
6537 9418 16
1605 5079 16
5247 8911 16
1204 7217 16
2123 3229 16
3065 5745 16
445 5702 16
3339 4713 16
2519 9181 16
6205 7651 16
6730 7802 16
2265 5570 16
169 2161 16
2265 6129 16
7261 8010 16
1017 3173 16
2907 6846 16
9477 9825 16
2379 6047 16
5441 9541 16
2524 8446 16
841 3667 16
2527 7607 16
1176 8487 16
1013 1382 16
3717 9244 16
722 1260 16
1656 4673 16
1293 7781 16
3477 5914 16
1012 5809 16
3079 5289 16
3929 4892 16
2214 5014 16
2729 8033 16
966 1127 16
2816 6002 16
308 7259 16
1922 5362 16
963 2575 16
558 3194 16
576 1078 16
3636 8523 16
2840 4500 16
2713 9367 16
7705 9740 16
3186 4522 16
974 4151 16
533 797 16
7115 8774 16
557 685 16
2914 4741 16
4322 4823 16
1586 9165 16
3152 7458 16
3627 7842 16
7644 9492 16
1793 6512 16
4592 5932 16
2808 4584 16
1971 5501 16
7201 8100 16
310 6741 16
4541 6753 16
2742 6167 16
4523 7391 16
2706 5880 16
2025 8248 16
5341 5481 16
4936 5721 16
2778 5034 16
2845 5879 16
560 735 16
5723 9281 16
953 9856 16
581 3929 16
1221 6675 16
7022 8025 16
2043 7641 16
293 9111 16
381 3705 16
1341 5012 16
576 6280 16
7623 7750 16
7499 8717 16
2232 2844 16
318 9691 16
3112 3226 16
571 9920 16
2918 3779 16
1417 3500 16
94 4390 16
2214 3878 16
7042 8640 16
1353 4873 16
3848 8276 17
4928 7567 17
187 4293 17
1966 3365 17
63 182 17
5083 8394 17
6008 6310 17
1268 6538 17
7998 9778 17
8170 8241 17
2424 2927 17
3436 8462 17
3235 7267 17
800 7523 17
2625 8950 17
5784 8798 17
2397 3795 17
6212 7128 17
192 260 17
7477 8816 17
252 2590 17
5792 9162 17
4783 6844 17
3412 4117 17
7855 8951 17
4783 5892 17
5250 8000 17
801 1344 17
400 405 17
172 2499 17
270 3916 17
3737 5862 17
110 339 17
3423 4454 17
1686 3741 17
968 9500 17
5433 8924 17
811 6051 17
934 7480 17
2420 6454 17
6158 9710 17
8876 9055 17
3687 9514 17
87 9363 17
326 2081 17
1668 2758 17
5462 8436 17
816 2332 17
5743 9145 17
2234 5122 17
2103 7841 17
3418 4351 17
2196 2573 17
559 781 17
4435 8338 17
1686 2162 17
3433 8806 17
8211 8793 17
2083 7250 17
921 1512 17
325 885 17
8209 8246 17
3242 5243 17
5759 9221 17
6928 8466 17
4147 8265 17
4734 6600 17
2603 5737 17
572 2938 17
5370 9943 17
4420 6289 17
2134 5825 17
5860 9922 17
667 8264 17
3260 8144 17
7453 8978 17
1556 8336 17
770 8149 17
6682 7358 17
3259 6281 17
2095 6045 17
521 4521 17
315 3261 17
3259 3932 17
40 65 17
1975 5976 17
3776 7515 17
5615 8263 17
6646 9993 17
759 4550 17
5275 9269 17
2487 4381 17
1914 9351 17
755 5837 17
3773 3827 17
5154 5262 17
4928 7607 17
2491 8060 17
4230 5060 17
4671 6223 17
2609 2807 17
7686 8244 17
5275 9384 17
6712 8794 17
971 2125 17
1568 3862 17
8985 9292 17
596 3425 17
3829 4202 17
5898 6993 17
1547 7023 17
197 2782 17
7362 7884 17
3594 3703 17
600 2799 17
199 9936 17
2778 8653 17
1868 6757 17
2124 4700 17
790 1273 17
3742 4639 17
198 7658 17
5888 7754 17
6015 8270 17
7277 8453 17
1230 2455 17
6908 8973 17
8666 9613 17
8148 9566 17
1591 2316 17
4723 4824 17
3869 4336 17
737 2238 17
3778 8634 17
743 5067 17
6646 9661 17
3281 3874 17
4762 5502 17
42 1959 17
1621 7910 17
564 8283 17
1675 2894 17
1475 5038 17
676 7387 17
4053 4413 17
4299 9367 17
1275 2048 17
3395 9913 17
932 4817 17
3887 4174 17
7106 9710 17
2717 8055 17
2878 4992 17
1475 9111 17
7513 8109 17
2778 3783 17
5765 9907 17
3794 7365 17
625 3690 17
4461 7418 17
2187 3840 17
8589 8613 17
338 3083 17
3941 5458 17
5720 6180 17
2038 2902 17
867 6151 17
7958 8257 17
1709 6012 17
340 367 17
527 1649 17
3640 7027 17
481 1996 17
2742 3006 17
3214 5297 17
3119 5789 17
898 4302 17
3498 4930 17
5951 6002 17
1653 7535 17
2192 4482 17
282 5983 17
7423 8140 17
283 4388 17
283 6391 17
1007 1939 17
291 7029 17
1385 9863 17
1385 4858 17
626 5476 17
1612 8946 17
1123 1930 17
3096 9115 17
5569 8335 17
5424 7092 17
1005 3750 17
4867 7991 17
70 9086 17
1378 9201 17
701 8902 17
1333 6668 17
3210 4390 17
2288 2854 17
534 1109 17
3764 9558 17
3544 6154 17
3209 5434 17
1816 4172 17
890 3587 17
3762 7179 17
5606 8170 17
2304 9048 17
6990 8119 17
2289 6659 17
991 5366 17
1128 6574 17
130 9042 17
1598 5774 17
294 518 17
1243 3418 17
1706 9744 17
3881 8832 17
5320 5855 17
1351 3820 17
2681 4125 17
5318 8640 17
139 9659 17
4844 8662 17
2228 3390 17
5435 6896 17
9191 9477 17
8408 9300 17
3765 8052 17
954 9483 17
1815 9325 17
307 1183 17
308 5388 17
3893 4774 17
619 8493 17
329 3369 17
3668 9794 17
4131 6166 17
432 730 17
1156 5675 17
916 5389 17
3226 9916 17
4387 6436 17
6259 6918 17
1983 6375 17
108 660 17
4132 4318 17
3225 3732 17
2168 4032 17
7936 8738 17
3563 7937 17
6262 7074 17
4021 5046 17
1443 7445 17
2059 9812 17
3713 5963 17
7485 8739 17
171 338 17
5848 9357 17
5353 9777 17
3230 7523 17
2190 8934 17
2119 3951 17
5491 6199 17
5659 9528 17
1800 7235 17
2645 6691 17
906 2055 17
2163 2979 17
3785 6901 17
6027 8314 17
2647 6014 17
2231 4132 17
4254 7935 17
4639 6352 17
3567 7702 17
6149 7700 17
157 271 17
581 8097 17
426 2434 17
1400 4756 17
1443 2126 17
6506 9163 17
6957 8538 17
9433 9660 17
234 531 17
1105 8376 17
9237 9983 17
4215 7646 17
8312 9169 17
1059 2263 17
5167 9809 17
2264 3918 17
612 7148 17
4628 4874 17
6777 8017 17
153 4575 17
1150 5968 17
4389 7402 17
331 9465 17
547 5218 17
1746 2026 17
634 791 17
989 5985 17
333 2896 17
5618 7430 17
847 2103 17
2967 3284 17
1847 6985 17
2020 4912 17
5369 8936 17
3928 9162 17
7478 8858 17
3357 7249 18
4320 7779 18
2207 4258 18
2560 7988 18
1724 7441 18
221 391 18
1404 2236 18
1412 3598 18
1953 2328 18
724 9510 18
2534 5181 18
2919 9657 18
1572 4411 18
403 645 18
737 1028 18
1379 7787 18
1764 4636 18
8002 9601 18
3020 8462 18
1105 6797 18
2945 3202 18
2521 6615 18
7403 8842 18
389 1042 18
2945 8504 18
1148 5486 18
3606 7296 18
578 944 18
50 7823 18
239 767 18
1299 8050 18
361 8186 18
1298 8914 18
3310 5881 18
745 3435 18
1594 5767 18
1110 7102 18
1458 3632 18
5442 8645 18
3163 6902 18
742 2138 18
4187 8063 18
932 9795 18
107 5585 18
3757 8149 18
1184 5105 18
314 838 18
2751 3769 18
2362 8401 18
3482 8143 18
5937 6018 18
158 5620 18
3137 7458 18
8306 9197 18
1656 2451 18
852 1386 18
2363 4228 18
8800 9806 18
545 649 18
2038 4670 18
2038 4511 18
6037 9643 18
4114 9899 18
429 7607 18
3492 5211 18
3900 5649 18
1774 4906 18
5932 8535 18
2389 6400 18
4805 8792 18
2285 2543 18
2889 6795 18
5390 9697 18
5985 7804 18
2805 8504 18
4302 9784 18
5384 8552 18
1760 7345 18
7428 8030 18
3140 7650 18
3717 6389 18
1367 4799 18
1510 4755 18
2325 7415 18
121 613 18
5479 5537 18
6434 6443 18
2289 3811 18
6279 9706 18
3051 3984 18
3554 4375 18
5479 5487 18
6417 8949 18
6415 7448 18
4957 9489 18
2189 9521 18
1413 6334 18
3691 7272 18
1909 3993 18
2907 6817 18
3494 7111 18
540 3560 18
1895 5327 18
3510 6014 18
2286 7374 18
3514 7497 18
2346 6355 18
3703 5864 18
829 3508 18
1002 2286 18
1498 2176 18
6392 9902 18
6453 8273 18
2972 6020 18
965 4765 18
4094 8520 18
7275 7690 18
2464 9261 18
1473 5495 18
5776 7939 18
1675 3118 18
3388 7576 18
7360 8937 18
968 5191 18
5590 6055 18
3016 8061 18
5132 7128 18
6094 9542 18
1034 1149 18
3904 4715 18
406 2088 18
406 3191 18
6296 8919 18
1041 4848 18
498 5848 18
931 1674 18
83 2493 18
1678 6478 18
111 7958 18
3368 4008 18
2760 5902 18
3368 6988 18
6622 8197 18
569 7952 18
416 2145 18
1198 4476 18
3380 4172 18
7360 8235 18
209 2297 18
5367 6209 18
3733 9979 18
2419 7251 18
4789 8495 18
1266 8221 18
5925 7448 18
4996 8696 18
1881 2134 18
4301 7988 18
179 840 18
1383 5293 18
821 2601 18
6576 8771 18
1 1542 18
1485 1953 18
2402 5517 18
327 6476 18
64 8035 18
1681 6249 18
4151 6096 18
3987 9387 18
20 2859 18
4560 4880 18
6603 6714 18
1753 5194 18
324 1525 18
802 6799 18
1608 2375 18
2428 3439 18
1974 6568 18
192 3657 18
3833 9968 18
4782 8278 18
3154 6784 18
4942 6474 18
2260 4358 18
1321 7605 18
5522 6899 18
458 596 18
2684 5773 18
85 9875 18
2653 4358 18
621 4398 18
5851 9238 18
6849 9817 18
4228 6723 18
1317 1877 18
634 758 18
3186 3191 18
1065 6305 18
654 7837 18
1322 1630 18
1921 4605 18
5498 6485 18
1809 4145 18
5313 5809 18
6990 8829 18
3667 9147 18
3230 4411 18
4451 7459 18
1187 5736 18
351 1662 18
6917 9039 18
3777 7243 18
2627 8195 18
284 647 18
9202 9667 18
1806 7145 18
5062 5531 18
6915 9187 18
940 3641 18
3924 9948 18
7222 9003 18
3850 4912 18
295 2219 18
249 549 18
6974 7404 18
285 3757 18
5356 9355 18
7596 9548 18
1821 8100 18
1620 6742 18
686 3944 18
458 1969 18
1393 7277 18
600 8161 18
660 8306 18
3212 9125 18
6949 8267 18
102 2924 18
6154 6755 18
3085 8806 18
1446 2914 18
6996 9775 18
2981 6447 18
3237 9247 18
611 8548 18
694 9163 18
2732 4361 18
4686 7728 18
6998 7284 18
2211 7915 18
2110 3112 18
7409 9794 18
5166 6327 18
6136 6589 18
2109 9421 18
1833 4180 18
667 1781 18
5739 8950 18
850 9796 19
1573 7030 19
1356 2159 19
8518 9183 19
2662 3858 19
2766 2847 19
367 1445 19
777 9466 19
4677 6379 19
1177 8218 19
1967 8388 19
3653 3689 19
6225 6240 19
3809 5086 19
3900 7869 19
1769 7381 19
4820 6021 19
8099 9619 19
4050 7696 19
3236 3687 19
158 6027 19
158 6563 19
1339 6822 19
1084 4741 19
7141 7905 19
1262 2550 19
3075 9637 19
159 9925 19
2630 7630 19
1442 5833 19
4356 4499 19
334 6270 19
189 589 19
4828 5743 19
4142 7563 19
6307 8811 19
1145 1786 19
644 1629 19
69 659 19
2173 4178 19
6125 8573 19
1309 1441 19
4437 6389 19
1408 9630 19
4646 9260 19
8331 8471 19
7292 7620 19
6660 7809 19
1328 6752 19
2079 7283 19
3791 8398 19
5327 6003 19
2665 2988 19
6641 8276 19
3025 8451 19
1010 4270 19
854 4886 19
3349 8332 19
5680 6646 19
2027 9768 19
1304 1842 19
5850 7841 19
3628 7316 19
738 1423 19
738 798 19
4307 7119 19
5308 6459 19
2165 3643 19
2962 7992 19
1340 8386 19
4741 9239 19
3679 7905 19
1860 3920 19
3985 4720 19
3147 8146 19
571 6145 19
9117 9447 19
4510 4578 19
834 5975 19
1534 9042 19
6567 8275 19
1885 3455 19
2772 4911 19
961 6763 19
1704 3929 19
761 8644 19
1308 3662 19
4804 5353 19
1388 2553 19
6169 7644 19
918 989 19
1174 4228 19
810 3736 19
303 778 19
118 9976 19
760 1008 19
2283 6698 19
215 3115 19
1078 7572 19
172 8556 19
409 6076 19
1760 8070 19
